features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10,features_11,features_12,features_13,features_14,features_15,features_16,class
5.11372498247,-5.74836630444,6.79011312578,9.10740681295,0.228481254688,-1.59424768507,-0.915610244004,9.78512647674,7.67031726458,0.241995005804,-9.46321471788,8.26780015904,6.61159441111,4.59164405261,3.60818139865,-8.61447627125,3
4.86346386369,-6.10643969006,7.10369180091,9.61786471126,-0.0286111058951,-2.51118576839,-1.53692470371,9.04310054146,8.06286659304,-0.539533002066,-9.23211299899,7.97446443253,5.84050728586,5.53509406442,2.99609681554,-8.56807451764,3
-9.70784865437,-4.60493413359,3.97983587496,7.80680779838,2.19474529606,-5.91227193909,-7.28501214321,4.43544003266,-5.37381551413,3.03310629134,4.52044375745,1.70068018345,8.02116360022,-5.64808712339,-7.54213004194,6.42023120753,1
2.25607558527,8.93318697184,-1.27211259414,-3.72632039996,1.96405352271,-4.91962415896,0.131193454726,-2.2733127974,-1.95705884289,1.25300015983,-7.86843832997,4.99834819035,4.45654663983,-9.56663798767,1.17734479172,7.2051666308,4
2.14664902318,8.93451623436,-0.281956749161,-3.73596189683,0.586257059823,-4.06058985052,1.00329517457,-3.1946553892,-1.02256659344,1.27894987075,-8.57349573064,3.67481581426,5.05348864641,-8.98764321069,1.47094937174,6.66422403281,4
-8.95880608022,-4.53791535369,5.21144261218,7.80527304952,1.75996034355,-6.34601438512,-6.95282112784,4.86402579573,-4.8689158563,3.27520246175,5.84067848377,2.13520722521,8.81177387587,-7.86391916025,-7.1331646616,6.06284272956,1
2.9121862511,9.24467259464,-1.29611466492,-3.32475454467,1.08954915922,-4.7507202208,0.459881973406,-1.99539433442,-2.23278746896,0.649571866562,-8.85299953816,4.19351255047,4.87697090242,-9.69895650123,0.606047964133,6.07807554291,4
4.2826827221,-5.55462515194,7.410200334,9.18570247592,0.309650127335,-1.09918900956,-0.595215136064,9.29588423743,7.21595147774,0.0728998516069,-8.68797119471,7.87931455979,5.66373278919,5.86638121077,3.97587373854,-8.78369433497,3
2.45155015181,-1.14556201143,-4.59244188063,0.610375882059,-2.08040871172,8.91974400034,9.61858587949,7.46384413453,-2.71009051131,1.60365552059,-1.58451666391,-8.66957122957,10.0378080973,-2.7616814364,-5.12770672105,2.35905967706,5
-5.99095445591,4.35501132563,9.51405645629,6.59612755443,-0.00411292430109,9.26796006845,9.21790411255,-5.46698499676,-6.35084534324,1.41261903533,-7.93943527733,-1.14903940965,-8.66097316873,-4.91862282421,1.36709342041,-1.39922325415,2
3.44631001488,-1.37946744434,-4.94097298429,0.891108346801,-1.88900857767,9.44791272975,10.3498553614,7.21249659499,-2.92675839625,0.461457886984,-2.01344392307,-8.12045477437,9.52351932339,-3.56506258627,-5.5463693374,3.30374336744,5
-9.31128971881,-3.65245731429,3.76858585295,7.87691625657,2.16816672865,-5.17374280448,-7.43561205665,3.73235762105,-5.943252497,3.97056597323,4.63688088207,2.27825383789,8.39417341112,-6.68659614015,-8.04135698381,5.63831595284,1
-9.23629103603,-4.41215651395,4.77838416025,7.69712304891,0.832275275897,-6.67324580046,-8.03283321781,5.06437237877,-4.81304804603,4.39196306099,5.23558156098,2.5891921217,8.50724964935,-6.14014399666,-7.97937957766,5.76166605628,1
-9.92599942002,-4.94701981821,4.75805012302,7.99564705983,1.09311842197,-6.83685903591,-6.80901692646,4.27625993879,-5.38077039169,3.90965164702,5.71634226355,1.62303284499,8.11535313866,-6.87647214673,-7.75776206568,6.75750727757,1
-6.44923167633,4.00553925902,9.01495706844,6.18405286567,0.311285358388,9.26523651159,9.95442059656,-5.52395023121,-6.00938622888,0.360320603036,-8.18319526717,-1.13662252978,-8.86979280446,-4.72914111268,1.19465641214,-1.85847680895,2
-6.05907249946,3.21053150016,9.27917168718,6.65777505378,-1.87851704038,9.40770031005,10.0823470789,-5.23077359971,-5.78157239729,0.20668900169,-9.15070842583,-0.543278797742,-8.23377186425,-5.53828021074,0.62841496508,-1.53169124002,2
-8.49975419643,-3.91721733214,5.17009813963,8.09109857771,1.81474235043,-5.61596415305,-7.44639905035,4.52592414591,-4.18828936908,3.47641790436,5.25408314051,2.78365070883,8.78230829373,-7.34980862044,-7.41897534233,5.96525584878,1
2.3240550698,8.92741367125,-0.926071146712,-2.61227119136,1.23916622862,-4.13470302419,0.843700272298,-3.4628339483,-1.08371119791,0.823919817672,-9.8022338724,3.80155264854,5.07277519669,-9.547614242,0.889102047955,5.88473059417,4
-9.46194391876,-4.33212758968,4.44610933151,6.97470709746,0.466161149468,-7.01502544113,-8.51529412048,4.57372457399,-4.61202883315,2.71418342622,5.60358206877,3.12673562353,8.47762584995,-6.22335473154,-7.42667545334,5.38252126031,1
3.43442710473,-0.138608220756,-4.90858971896,1.44872900014,-0.820311947836,9.57915579908,9.77977299919,7.59807465736,-3.07544274255,0.672761837979,-1.55063211871,-8.34874040386,10.2002870479,-3.3316275417,-6.1204998726,2.42401403386,5
-9.45218968274,-3.73967886522,4.59114471271,7.48973959126,0.521885379273,-5.91967057644,-7.98947727712,4.96990248574,-4.76274447825,2.96642546773,5.8286447214,0.802452500991,8.03554302421,-6.93404834505,-7.72665399546,5.87689935285,1
-9.29730650721,-4.8171819817,-4.9766461434,-0.0975915632972,2.88913571881,0.655736858434,5.12690409587,-9.23101010192,9.01493852723,-0.478818289828,3.29827060805,-3.62611634034,-3.32281056847,7.32476764579,3.8365462364,0.732274585718,0
-8.38757267403,-4.4299703304,3.70619914586,8.24681128845,1.72355701007,-5.74017003563,-7.53488912185,4.17530912544,-4.8681712657,3.43765718109,4.85520884671,1.90700577153,8.10705677268,-6.80674993563,-7.17899483739,5.71736509817,1
2.65990736251,7.50648552077,-1.32584495155,-4.37153426128,0.751713667572,-5.28182365709,0.0225336488119,-2.70822442459,-2.22995268486,1.91562395427,-8.35331474911,3.91423193916,3.90137598556,-10.0318933859,0.91736823596,6.59659462152,4
3.1043246144,-1.51168349534,-4.86311051514,0.360441195261,-1.02779509881,8.86272870057,10.3529839525,7.54755477997,-2.81521499902,-0.0805329410526,-2.69202040792,-9.10772458227,9.16342784688,-1.71255745509,-5.90753909072,2.46369001713,5
3.7100447103,-0.889660642933,-4.94469250842,0.363786713687,-1.59570785898,9.80911322881,10.309951754,6.42659520178,-3.40538254315,0.473418173702,-1.85974888394,-8.06219369825,10.4505715325,-3.54863449128,-5.5048080611,3.25259290063,5
2.396765594,8.72194818544,-0.720353225966,-4.327708296,0.248193860489,-3.81555945967,0.547263613463,-1.62474942686,-2.30345913261,1.07086139589,-9.08909413972,4.76944343545,5.17737760011,-9.52495261539,0.586522004862,6.34621086879,4
-8.55101338843,-4.91995407346,4.21535859556,8.58320493231,1.31289096801,-6.06386031296,-7.95788045441,4.4900636677,-4.51763510194,3.56906737025,5.07251870607,2.78444919996,7.80703741442,-5.92158912279,-7.54920040345,6.01409662966,1
3.07293572168,10.2279363342,-0.930948156159,-2.89928014636,0.745943109209,-4.15567630965,0.840940334534,-2.57230755716,-2.74393618752,-0.120378977435,-8.32502039246,3.78482672005,5.12377394418,-9.23418237393,0.665067923432,6.60296882293,4
2.05829962017,9.37367567317,-1.65743706865,-3.75605446358,1.46639928631,-3.65228743937,1.27373510424,-2.49060402044,-2.55312903084,1.67767957877,-9.10671885403,4.06814398298,4.82565905896,-10.2673913159,1.25820825603,6.74382594274,4
5.34006256693,-5.96282125003,6.98315531521,8.12350298517,0.208214331889,-2.61184798498,-1.73047699052,9.19540225752,7.90566618663,-0.418692230821,-9.08136088455,7.92939195479,6.68906897283,5.022146751,4.45423385895,-7.74989230775,3
